id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Fakturiral,Izvajalec
5982,40773,562300,24.12.2014,1,37.00,107,021
5983,37032,575480,28.11.2014,1,26.00,107,076
5984,32287,507645,27.10.2014,0,23.00,037,031
5985,30647,581565,14.10.2014,0,20.00,037,076
5986,32946,62589,5.11.2014,0,16.00,037,028
5987,30239,588233,9.10.2014,1,10.00,063,042
5988,30900,577570,8.10.2014,0,6.30,037,001
5989,40525,562414,19.12.2014,0,37.00,037,007
5990,31523,575497,16.10.2014,1,26.00,063,072
5991,1383,507664,19.1.2015,0,23.00,037,009
5992,31759,581621,23.10.2014,1,20.00,063,008
5993,34118,62609,11.11.2014,0,16.00,037,022
5994,30420,588234,8.10.2014,1,10.00,063,042
5995,31437,577581,13.10.2014,0,6.30,037,001
5996,33761,562641,3.11.2014,1,37.00,063,008
5997,32026,575503,21.10.2014,1,26.00,063,072
5998,32724,507777,22.10.2014,1,23.00,063,031
5999,37851,581622,4.12.2014,0,20.00,037,076
6000,32185,62641,29.10.2014,0,16.00,037,005
6001,30414,588235,8.10.2014,1,10.00,063,042
6002,30907,577594,10.10.2014,0,6.30,037,001
6003,34462,562717,14.11.2014,0,37.00,014,013
6004,31870,575505,22.10.2014,1,26.00,063,072
6005,35382,507790,19.11.2014,0,23.00,014,042
6006,32800,581637,29.10.2014,1,20.00,063,008
6007,41095,62691,29.12.2014,1,16.00,063,031
6008,40006,588293,17.12.2014,1,10.00,107,064
6009,30509,577635,6.10.2014,0,6.30,037,001
6010,39769,562802,15.12.2014,1,37.00,063,024
6011,32025,575510,21.10.2014,1,26.00,063,072
6012,35304,507794,18.11.2014,0,23.00,014,042
6013,947,581839,8.1.2015,1,20.00,063,008
6014,37778,62698,2.12.2014,1,16.00,063,009
6015,39034,588301,11.12.2014,1,10.00,107,064
6016,30904,577641,7.10.2014,0,6.30,037,001
6017,34379,563056,4.11.2014,1,37.00,107,001
6018,30737,575866,14.10.2014,1,26.00,063,072
6019,35383,507797,19.11.2014,0,23.00,014,042
6020,34114,581874,7.11.2014,1,20.00,063,008
6021,40299,62786,20.12.2014,1,16.00,107,076
6022,40274,588303,19.12.2014,1,10.00,107,064
6023,35179,577764,14.11.2014,0,6.30,014,009
6024,37008,563253,27.11.2014,0,37.00,037,031
6025,35353,575888,19.11.2014,0,26.00,014,028
6026,35414,507798,19.11.2014,1,23.00,063,042
6027,946,581878,8.1.2015,1,20.00,063,008
6028,1126,63144,12.1.2015,1,16.00,063,042
6029,40003,588312,17.12.2014,1,10.00,107,064
6030,438,578115,13.1.2015,0,6.30,037,072
6031,32827,563484,3.11.2014,0,37.00,037,022
6032,35998,575919,21.11.2014,1,26.00,063,024
6033,35900,507800,20.11.2014,1,23.00,063,042
6034,1313,581884,9.1.2015,1,20.00,063,008
6035,30158,63969,9.10.2014,0,16.00,037,038
6036,40250,588314,19.12.2014,1,10.00,107,064
6037,30441,578236,3.10.2014,0,6.30,037,075
6038,36886,563590,28.11.2014,1,37.00,107,075
6039,36776,575942,27.11.2014,1,26.00,063,072
6040,35419,507804,19.11.2014,1,23.00,063,042
6041,40133,581921,18.12.2014,1,20.00,063,008
6042,30228,63979,9.10.2014,1,16.00,063,008
6043,39035,588327,11.12.2014,1,10.00,107,064
6044,30946,578253,9.10.2014,0,6.30,037,075
6045,31459,563606,22.10.2014,0,37.00,037,005
6046,31083,576026,15.10.2014,1,26.00,063,015
6047,32695,507806,3.11.2014,0,23.00,037,009
6048,777,581935,5.1.2015,1,20.00,063,008
6049,30416,63995,8.10.2014,1,16.00,063,042
6050,34075,588338,7.11.2014,1,10.00,063,064
6051,30947,578263,9.10.2014,0,6.30,037,075
6052,31458,563607,22.10.2014,0,37.00,037,005
6053,41188,578314,30.12.2014,1,26.00,063,008
6054,34047,507919,7.11.2014,1,23.00,063,031
6055,1327,582415,10.1.2015,1,20.00,063,008
6056,30864,64016,13.10.2014,1,16.00,063,015
6057,34074,588346,7.11.2014,1,10.00,063,064
6058,32426,578271,17.10.2014,0,6.30,037,031
6059,36770,563626,26.11.2014,1,37.00,107,021
6060,1596,579664,16.1.2015,1,26.00,063,076
6061,1070,508098,16.1.2015,0,23.00,037,009
6062,733,582646,5.1.2015,1,20.00,063,064
6063,30866,64017,13.10.2014,1,16.00,063,015
6064,34149,588355,8.11.2014,1,10.00,063,042
6065,32425,578282,17.10.2014,0,6.30,037,031
6066,1643,563925,15.1.2015,2,37.00,063,009
6067,31516,579934,16.10.2014,1,26.00,063,072
6068,1072,508099,16.1.2015,0,23.00,037,009
6069,69,582653,5.1.2015,0,20.00,037,064
6070,31060,64029,16.10.2014,1,16.00,063,008
6071,31177,588356,15.10.2014,1,10.00,063,042
6072,41055,578345,22.12.2014,0,6.30,037,005
6073,31996,564076,21.10.2014,1,37.00,063,001
6074,38001,579950,5.12.2014,1,26.00,107,075
6075,1069,508102,16.1.2015,0,23.00,037,009
6076,36998,582685,27.11.2014,1,20.00,063,011
6077,31085,64030,9.10.2014,1,16.00,063,022
6078,32054,588357,21.10.2014,1,10.00,063,042
6079,41057,578347,22.12.2014,0,6.30,037,005
6080,30013,564097,6.10.2014,1,37.00,063,027
6081,33218,580004,6.11.2014,0,26.00,037,008
6082,1386,508115,19.1.2015,0,23.00,037,009
6083,32381,583198,24.10.2014,1,20.00,063,064
6084,31332,64042,20.10.2014,1,16.00,063,008
6085,31175,588358,15.10.2014,1,10.00,063,042
6086,32463,578396,23.10.2014,0,6.30,037,075
6087,37975,564119,5.12.2014,0,37.00,037,018
6088,34112,580010,7.11.2014,1,26.00,063,008
6089,34046,508118,7.11.2014,1,23.00,063,031
6090,39627,583225,16.12.2014,1,20.00,063,011
6091,33735,64144,3.11.2014,1,16.00,063,064
6092,31003,588359,15.10.2014,1,10.00,063,042
6093,32429,578404,17.10.2014,0,6.30,037,001
6094,33136,564298,30.10.2014,2,37.00,063,007
6095,38007,580082,5.12.2014,1,26.00,107,075
6096,34793,508123,10.11.2014,1,23.00,107,031
6097,30879,583278,13.10.2014,1,20.00,063,076
6098,34347,64173,5.11.2014,1,16.00,107,064
6099,31002,588363,15.10.2014,1,10.00,063,042
6100,32428,578410,17.10.2014,0,6.30,037,001
6101,808,564309,7.1.2015,1,37.00,063,022
6102,39698,580109,16.12.2014,1,26.00,063,008
6103,34795,508124,10.11.2014,1,23.00,107,031
6104,31140,583286,15.10.2014,1,20.00,063,064
6105,34439,64179,10.11.2014,1,16.00,063,038
6106,31182,588365,15.10.2014,1,10.00,063,042
6107,33912,578520,7.11.2014,0,6.30,037,005
6108,36371,564377,24.11.2014,2,37.00,063,007
6109,36511,580128,25.11.2014,1,26.00,063,072
6110,30134,508134,10.10.2014,0,23.00,037,024
6111,33829,583978,6.11.2014,1,20.00,107,008
6112,34702,64187,13.11.2014,1,16.00,063,064
6113,30709,588373,14.10.2014,1,10.00,063,042
6114,32406,578538,17.10.2014,0,6.30,037,031
6115,806,564399,7.1.2015,1,37.00,063,022
6116,36798,580135,26.11.2014,1,26.00,107,072
6117,39195,508192,12.12.2014,1,23.00,107,009
6118,1579,583979,16.1.2015,1,20.00,063,064
6119,34947,64201,12.11.2014,1,16.00,063,064
6120,30710,588377,14.10.2014,1,10.00,063,042
6121,37336,578546,12.11.2014,0,6.30,037,001
6122,41035,564400,23.12.2014,1,37.00,063,022
6123,308,580231,9.1.2015,0,26.00,037,013
6124,39194,508196,15.12.2014,0,23.00,037,009
6125,1577,583980,16.1.2015,1,20.00,063,064
6126,35664,64242,20.11.2014,1,16.00,063,011
6127,30487,588383,13.10.2014,1,10.00,063,042
6128,37340,578552,12.11.2014,0,6.30,037,001
6129,32935,564595,28.10.2014,1,37.00,063,024
6130,39372,580248,15.12.2014,1,26.00,107,072
6131,38712,508227,11.12.2014,0,23.00,037,001
6132,35294,584176,17.11.2014,1,20.00,063,064
6133,36080,64252,19.11.2014,1,16.00,107,064
6134,30713,588390,14.10.2014,1,10.00,063,042
6135,33915,578879,4.11.2014,0,6.30,037,075
6136,36823,564614,27.11.2014,1,37.00,063,027
6137,1375,580365,19.1.2015,0,26.00,037,072
6138,30770,508398,14.10.2014,1,23.00,063,031
6139,34708,584308,13.11.2014,1,20.00,063,064
6140,37372,64282,2.12.2014,1,16.00,107,064
6141,31481,588423,17.10.2014,1,10.00,063,042
6142,41063,578923,19.12.2014,0,6.30,037,005
6143,33778,564643,5.11.2014,1,37.00,107,024
6144,36524,580941,25.11.2014,1,26.00,063,008
6145,31125,508418,21.10.2014,1,23.00,063,031
6146,29994,584622,3.10.2014,1,20.00,063,064
6147,38351,64305,8.12.2014,1,16.00,107,075
6148,31485,588425,12.10.2014,1,10.00,063,042
6149,30072,579335,2.10.2014,0,6.30,037,076
6150,37419,564695,2.12.2014,1,37.00,107,021
6151,30288,581143,8.10.2014,1,26.00,063,072
6152,34906,508436,13.11.2014,1,23.00,107,009
6153,1194,585442,9.1.2015,1,20.00,063,064
6154,38954,64329,10.12.2014,1,16.00,107,001
6155,31482,588426,17.10.2014,1,10.00,063,042
6156,37245,579457,19.11.2014,0,6.30,037,076
6157,34872,565037,12.11.2014,1,37.00,063,008
6158,33749,581164,3.11.2014,1,26.00,063,076
6159,35639,508437,20.11.2014,0,23.00,014,042
6160,1616,585567,16.1.2015,1,20.00,063,042
6161,39292,64339,10.12.2014,1,16.00,107,022
6162,934,588469,8.1.2015,1,10.00,063,042
6163,38301,579576,8.12.2014,0,6.30,037,018
6164,35887,565045,20.11.2014,1,37.00,063,008
6165,36195,581203,24.11.2014,1,26.00,107,008
6166,34539,508700,7.11.2014,1,23.00,063,009
6167,37598,585671,2.12.2014,1,20.00,107,075
6168,39399,64341,15.12.2014,1,16.00,107,009
6169,38345,588512,8.12.2014,1,10.00,107,075
6170,37241,579592,17.11.2014,0,6.30,037,005
6171,33545,565057,10.11.2014,0,37.00,037,072
6172,30650,581217,15.10.2014,0,26.00,037,076
6173,1463,508808,19.1.2015,0,23.00,037,021
6174,34703,585842,13.11.2014,1,20.00,063,064
6175,40194,64390,17.12.2014,1,16.00,107,076
6176,38344,588517,8.12.2014,1,10.00,107,075
6177,41244,579594,17.12.2014,0,6.30,037,072
6178,35075,565073,14.11.2014,1,37.00,107,072
6179,30209,581223,9.10.2014,1,26.00,063,076
6180,1818,508809,21.1.2015,0,23.00,037,021
6181,34080,586159,8.11.2014,1,20.00,063,064
6182,40195,64391,17.12.2014,1,16.00,107,076
6183,548,588529,6.1.2015,1,10.00,063,075
6184,37239,579605,17.11.2014,0,6.30,037,005
6185,1590,565082,16.1.2015,1,37.00,063,076
6186,36802,581418,26.11.2014,1,26.00,107,072
6187,30476,509002,14.10.2014,0,23.00,037,031
6188,34081,586160,8.11.2014,1,20.00,063,064
6189,40384,64405,19.12.2014,1,16.00,107,031
6190,720,588696,5.1.2015,1,10.00,063,042
6191,37240,579606,17.11.2014,0,6.30,037,005
6192,30252,565255,8.10.2014,1,37.00,063,026
6193,36512,581500,25.11.2014,1,26.00,063,072
6194,30774,509003,14.10.2014,1,23.00,063,031
6195,32779,586165,29.10.2014,1,20.00,063,064
6196,40629,64419,23.12.2014,0,16.00,037,007
6197,1062,588702,7.1.2015,1,10.00,063,042
6198,38303,579613,8.12.2014,0,6.30,037,018
6199,31287,565440,20.10.2014,1,37.00,063,072
6200,30034,581533,3.10.2014,1,26.00,063,072
6201,37781,509038,3.12.2014,1,23.00,063,009
6202,32777,586170,29.10.2014,1,20.00,063,064
6203,29404,9000088,2.10.2014,0,156.00,037,005
6204,722,588707,5.1.2015,1,10.00,063,042
6205,40981,579718,19.12.2014,0,6.30,037,021
6206,31524,565453,17.10.2014,1,37.00,063,072
6207,36159,581552,24.11.2014,1,26.00,107,021
6208,39741,509063,16.12.2014,1,23.00,063,042
6209,32274,586171,29.10.2014,0,20.00,037,064
6210,30107,9000088,9.10.2014,0,155.60,037,005
6211,935,588718,8.1.2015,1,10.00,063,042
6212,32753,579932,27.10.2014,0,6.30,037,076
6213,30328,565485,8.10.2014,1,37.00,063,008
6214,37015,581756,27.11.2014,0,26.00,037,031
6215,38739,509078,9.12.2014,1,23.00,063,001
6216,33016,586172,28.10.2014,1,20.00,107,064
6217,31716,39470628,27.10.2014,0,155.60,014,031
6218,390,588734,9.1.2015,0,10.00,037,042
6219,38631,579951,3.12.2014,0,6.30,037,075
6220,39233,565588,12.12.2014,1,37.00,107,072
6221,1094,581876,6.1.2015,1,26.00,063,008
6222,34048,509114,7.11.2014,1,23.00,063,031
6223,32379,586198,24.10.2014,1,20.00,063,064
6224,38508,9004149,12.11.2014,0,153.75,037,018
6225,1122,588744,9.1.2015,1,10.00,063,042
6226,38131,580022,3.12.2014,0,6.30,037,076
6227,1083,565699,6.1.2015,1,37.00,063,008
6228,35852,582219,19.11.2014,1,26.00,063,001
6229,39805,509117,16.12.2014,1,23.00,063,031
6230,31841,586208,22.10.2014,1,20.00,063,064
6231,29380,9000088,2.10.2014,0,151.60,037,066
6232,31066,588903,14.10.2014,1,10.00,063,011
6233,40337,580023,17.12.2014,0,6.30,037,076
6234,32178,565748,24.10.2014,1,37.00,063,008
6235,35942,582229,21.11.2014,1,26.00,063,001
6236,33321,509119,6.11.2014,0,23.00,037,031
6237,30200,586231,9.10.2014,1,20.00,063,064
6238,37886,32185677,28.11.2014,0,151.30,037,033
6239,31067,588905,14.10.2014,1,10.00,063,011
6240,41242,580183,17.12.2014,0,6.30,037,072
6241,39845,565798,16.12.2014,0,37.00,037,022
6242,35856,582230,20.11.2014,1,26.00,063,001
6243,34061,509120,6.11.2014,1,23.00,063,031
6244,35500,586248,14.11.2014,1,20.00,107,064
6245,32099,34800786,28.10.2014,0,151.00,014,033
6246,38689,588911,9.12.2014,1,10.00,063,064
6247,41243,580184,17.12.2014,0,6.30,037,072
6248,29369,565925,2.10.2014,0,37.00,037,072
6249,39825,582643,12.12.2014,1,26.00,063,022
6250,33323,509124,6.11.2014,0,23.00,037,031
6251,36517,586251,25.11.2014,1,20.00,063,064
6252,1270,55156614,16.1.2015,0,151.00,037,026
6253,38197,588913,4.12.2014,1,10.00,063,064
6254,33919,580214,3.11.2014,0,6.30,037,075
6255,30035,565934,3.10.2014,1,37.00,063,072
6256,35668,582682,20.11.2014,1,26.00,063,011
6257,34059,509128,6.11.2014,1,23.00,063,031
6258,35293,586290,17.11.2014,1,20.00,063,064
6259,40070,87670518,18.12.2014,0,150.40,037,077
6260,38966,588926,10.12.2014,1,10.00,107,064
6261,32323,580270,29.10.2014,0,6.30,037,072
6262,38929,565940,10.12.2014,1,37.00,107,072
6263,35904,582686,22.11.2014,1,26.00,063,011
6264,33315,509129,6.11.2014,0,23.00,037,031
6265,38086,586365,6.12.2014,1,20.00,107,064
6266,35696,96476915,21.11.2014,0,150.20,014,041
6267,38191,588928,4.12.2014,1,10.00,063,064
6268,36041,580518,18.11.2014,0,6.30,014,076
6269,913,565972,8.1.2015,1,37.00,063,076
6270,37007,582709,27.11.2014,1,26.00,063,011
6271,34056,509133,6.11.2014,1,23.00,063,031
6272,34003,586374,7.11.2014,1,20.00,063,011
6273,35788,582711,19.11.2014,1,15.80,107,011
6274,38081,588932,5.12.2014,1,10.00,107,064
6275,40915,580557,29.12.2014,0,6.30,037,031
6276,1326,565985,10.1.2015,1,37.00,063,008
6277,40174,583206,18.12.2014,1,26.00,063,011
6278,33328,509137,7.11.2014,0,23.00,037,031
6279,34002,586382,6.11.2014,1,20.00,063,011
6280,36930,594302,27.11.2014,1,15.80,063,011
6281,38688,588933,9.12.2014,1,10.00,063,064
6282,1431,580572,9.1.2015,0,6.30,037,075
6283,461,565992,6.1.2015,1,37.00,063,076
6284,40199,583219,16.12.2014,0,26.00,037,011
6285,38999,509185,10.12.2014,1,23.00,107,009
6286,38552,586454,8.12.2014,1,20.00,063,011
6287,40382,597202,19.12.2014,1,15.80,107,011
6288,38188,588955,4.12.2014,1,10.00,063,064
6289,1430,580575,9.1.2015,0,6.30,037,075
6290,36347,566074,25.11.2014,0,37.00,014,008
6291,40379,583229,19.12.2014,1,26.00,107,011
6292,32302,509209,29.10.2014,0,23.00,037,031
6293,39463,586455,12.12.2014,1,20.00,107,011
6294,31229,553246,20.10.2014,1,15.20,063,038
6295,35962,589033,22.11.2014,1,10.00,063,076
6296,32989,580652,30.10.2014,0,6.30,037,005
6297,35888,566084,20.11.2014,1,37.00,063,008
6298,40380,583235,19.12.2014,1,26.00,107,011
6299,40459,509273,22.12.2014,0,23.00,037,042
6300,37567,586502,2.12.2014,1,20.00,107,011
6301,33904,9000088,12.11.2014,0,15.20,037,009
6302,33464,589038,4.11.2014,1,10.00,063,076
6303,37232,580715,21.11.2014,0,6.30,037,005
6304,30004,566087,6.10.2014,1,37.00,063,009
6305,39629,583240,16.12.2014,1,26.00,063,011
6306,40610,509278,23.12.2014,0,23.00,037,042
6307,38224,586503,5.12.2014,1,20.00,063,011
6308,31006,589063,16.10.2014,1,10.00,063,042
6309,37235,580718,21.11.2014,0,6.30,037,005
6310,33977,566092,10.11.2014,1,37.00,063,008
6311,30557,583281,10.10.2014,1,26.00,063,064
6312,32726,509347,23.10.2014,1,23.00,063,031
6313,38198,586505,3.12.2014,1,20.00,063,011
6314,1147,589116,9.1.2015,1,10.00,063,011
6315,37231,580719,21.11.2014,0,6.30,037,005
6316,34100,566100,8.11.2014,1,37.00,063,008
6317,29990,584608,3.10.2014,1,26.00,063,064
6318,709,509383,5.1.2015,1,23.00,063,021
6319,1148,587131,9.1.2015,1,20.00,063,011
6320,1335,589136,7.1.2015,1,10.00,063,011
6321,32402,580742,15.10.2014,0,6.30,037,031
6322,33121,566106,3.11.2014,1,37.00,063,072
6323,31489,584615,16.10.2014,1,26.00,063,064
6324,714,509386,5.1.2015,1,23.00,063,021
6325,32206,587133,25.10.2014,1,20.00,063,008
6326,38744,589173,9.12.2014,1,10.00,063,076
6327,1220,580771,8.1.2015,0,6.30,037,075
6328,38420,566175,8.12.2014,1,37.00,107,008
6329,1837,584990,21.1.2015,0,26.00,037,064
6330,40336,509430,19.12.2014,1,23.00,107,021
6331,41016,587140,23.12.2014,1,20.00,063,064
6332,41223,589178,29.12.2014,1,10.00,063,076
6333,1429,580797,12.1.2015,0,6.30,037,075
6334,38490,566180,9.12.2014,0,37.00,037,072
6335,40347,585171,20.12.2014,0,26.00,037,076
6336,40535,509437,22.12.2014,1,23.00,107,021
6337,174,587141,7.1.2015,0,20.00,037,011
6338,38960,589193,10.12.2014,1,10.00,107,076
6339,32433,580818,17.10.2014,0,6.30,037,001
6340,39378,566281,15.12.2014,1,37.00,107,008
6341,1203,585578,9.1.2015,1,26.00,063,064
6342,40600,509447,22.12.2014,0,23.00,037,021
6343,34105,587479,7.11.2014,1,20.00,063,008
6344,40505,589194,22.12.2014,1,10.00,107,076
6345,40862,580818,18.12.2014,0,6.30,037,001
6346,39361,566287,12.12.2014,0,37.00,037,076
6347,1201,585580,9.1.2015,1,26.00,063,064
6348,38942,509455,10.12.2014,1,23.00,107,021
6349,29832,587604,7.10.2014,1,20.00,063,064
6350,40501,589213,22.12.2014,1,10.00,107,076
6351,148,580944,7.1.2015,0,6.30,037,075
6352,37878,566288,3.12.2014,1,37.00,063,076
6353,1202,585583,9.1.2015,1,26.00,063,064
6354,40759,509470,23.12.2014,1,23.00,107,021
6355,41033,587743,23.12.2014,1,20.00,063,022
6356,40078,589220,18.12.2014,1,10.00,063,076
6357,32343,581148,15.10.2014,0,6.30,037,072
6358,37880,566292,3.12.2014,1,37.00,063,076
6359,1619,585599,16.1.2015,1,26.00,063,042
6360,523,509471,5.1.2015,1,23.00,063,021
6361,32661,587787,23.10.2014,1,20.00,063,011
6362,38417,589244,8.12.2014,1,10.00,107,076
6363,34804,581521,10.11.2014,0,6.30,014,076
6364,39080,566319,11.12.2014,1,37.00,107,008
6365,30495,585684,13.10.2014,1,26.00,063,042
6366,33432,509565,3.11.2014,1,23.00,063,009
6367,32657,587826,23.10.2014,1,20.00,063,011
6368,39417,589267,15.12.2014,1,10.00,107,076
6369,32562,581522,30.10.2014,0,6.30,037,076
6370,30547,566441,10.10.2014,1,37.00,063,015
6371,470,585695,6.1.2015,1,26.00,063,064
6372,32701,509566,3.11.2014,0,23.00,037,009
6373,32833,587833,28.10.2014,1,20.00,063,038
6374,33837,589378,6.11.2014,1,10.00,107,042
6375,39377,581545,4.12.2014,0,6.30,037,076
6376,31158,566521,15.10.2014,1,37.00,063,008
6377,30201,585742,9.10.2014,1,26.00,063,064
6378,32768,509567,4.11.2014,0,23.00,037,009
6379,32808,587939,29.10.2014,1,20.00,063,042
6380,34756,589383,13.11.2014,1,10.00,063,042
6381,30892,581560,8.10.2014,0,6.30,037,076
6382,453,566552,6.1.2015,1,37.00,063,076
6383,920,585985,7.1.2015,1,26.00,063,064
6384,1650,509655,16.1.2015,1,23.00,063,001
6385,30468,588019,13.10.2014,1,20.00,063,008
6386,33029,589384,28.10.2014,1,10.00,107,042
6387,30895,581566,13.10.2014,0,6.30,037,076
6388,1049,566564,7.1.2015,1,37.00,063,076
6389,473,585990,6.1.2015,1,26.00,063,064
6390,1267,509658,16.1.2015,0,23.00,037,038
6391,41018,588028,23.12.2014,1,20.00,063,064
6392,33990,589385,10.11.2014,1,10.00,063,042
6393,31616,581567,16.10.2014,0,6.30,037,076
6394,31404,566648,17.10.2014,1,37.00,063,008
6395,29679,586070,2.10.2014,1,26.00,063,042
6396,1268,509659,16.1.2015,0,23.00,037,038
6397,31496,588071,17.10.2014,1,20.00,063,064
6398,34885,589387,14.11.2014,1,10.00,107,042
6399,32871,581673,28.10.2014,0,6.30,037,005
6400,31407,566649,17.10.2014,1,37.00,063,008
6401,34078,586168,8.11.2014,1,26.00,063,064
6402,1434,509779,19.1.2015,0,23.00,037,001
6403,41212,588094,29.12.2014,1,20.00,063,064
6404,33085,589388,30.10.2014,1,10.00,063,042
6405,32869,581712,28.10.2014,0,6.30,037,005
6406,40729,566650,27.12.2014,1,37.00,107,008
6407,36857,586242,27.11.2014,1,26.00,063,064
6408,37787,509791,3.12.2014,1,23.00,063,009
6409,1036,588100,7.1.2015,1,20.00,063,064
6410,33834,589397,6.11.2014,1,10.00,107,042
6411,32870,581713,28.10.2014,0,6.30,037,005
6412,39704,566677,16.12.2014,1,37.00,063,008
6413,36169,586244,24.11.2014,1,26.00,107,064
6414,103,509799,6.1.2015,0,23.00,037,026
6415,41112,588102,31.12.2014,1,20.00,063,064
6416,34128,589398,7.11.2014,1,10.00,063,042
6417,37332,581737,13.11.2014,0,6.30,037,001
6418,1775,566680,20.1.2015,0,37.00,037,076
6419,35969,586253,21.11.2014,1,26.00,063,064
6420,35154,509805,17.11.2014,0,23.00,014,042
6421,30396,588184,7.10.2014,1,20.00,063,042
6422,34557,589410,10.11.2014,1,10.00,063,064
6423,37331,581741,13.11.2014,0,6.30,037,001
6424,949,566704,8.1.2015,1,37.00,063,008
6425,35878,586257,20.11.2014,1,26.00,063,064
6426,35301,509809,18.11.2014,0,23.00,014,042
6427,37486,588219,1.12.2014,1,20.00,063,072
6428,34902,589420,14.11.2014,1,10.00,107,042
6429,37329,581743,14.11.2014,0,6.30,037,001
6430,1085,566716,6.1.2015,1,37.00,063,008
6431,36082,586264,19.11.2014,1,26.00,107,064
6432,1127,509827,12.1.2015,1,23.00,063,042
6433,37519,588220,1.12.2014,1,20.00,063,072
6434,33836,589431,6.11.2014,1,10.00,107,042
6435,37334,581750,13.11.2014,0,6.30,037,001
6436,1053,566718,7.1.2015,1,37.00,063,008
6437,36173,586271,24.11.2014,1,26.00,107,064
6438,40374,509828,19.12.2014,1,23.00,107,042
6439,37520,588221,1.12.2014,1,20.00,063,072
6440,33838,589437,6.11.2014,1,10.00,107,042
6441,37333,581753,13.11.2014,0,6.30,037,001
6442,38077,566839,5.12.2014,1,37.00,107,072
6443,35497,586288,14.11.2014,1,26.00,107,064
6444,33807,509980,6.11.2014,1,23.00,107,009
6445,30241,588250,9.10.2014,1,20.00,063,042
6446,33491,589486,4.11.2014,1,10.00,063,042
6447,30894,582188,13.10.2014,0,6.30,037,076
6448,35468,566999,18.11.2014,1,37.00,063,072
6449,36606,586336,26.11.2014,1,26.00,107,064
6450,33811,509981,6.11.2014,1,23.00,107,009
6451,39985,588269,17.12.2014,1,20.00,107,064
6452,33030,589491,28.10.2014,1,10.00,107,042
6453,38277,582228,21.11.2014,0,6.30,037,001
6454,35470,567001,18.11.2014,1,37.00,063,072
6455,36612,586340,26.11.2014,1,26.00,107,064
6456,33803,509984,5.11.2014,1,23.00,107,009
6457,40276,588311,19.12.2014,1,20.00,107,064
6458,33653,589498,4.11.2014,1,10.00,063,042
6459,38895,582604,3.12.2014,0,6.30,037,001
6460,38753,567176,9.12.2014,1,37.00,063,008
6461,36605,586344,26.11.2014,1,26.00,107,064
6462,34538,509994,7.11.2014,1,23.00,063,009
6463,40040,588319,18.12.2014,0,20.00,037,064
6464,34807,589499,14.11.2014,0,10.00,014,042
6465,38708,582606,1.12.2014,0,6.30,037,001
6466,30029,567202,3.10.2014,1,37.00,063,072
6467,36978,586347,28.11.2014,1,26.00,107,064
6468,35266,509998,14.11.2014,1,23.00,063,009
6469,39069,588328,11.12.2014,1,20.00,107,076
6470,32225,589504,24.10.2014,1,10.00,063,042
6471,41088,582694,1.12.2014,0,6.30,037,011
6472,30030,567203,3.10.2014,1,37.00,063,072
6473,36973,586350,28.11.2014,1,26.00,107,064
6474,37166,509998,26.11.2014,1,23.00,107,031
6475,32060,588353,21.10.2014,1,20.00,063,042
6476,33654,589505,4.11.2014,1,10.00,063,042
6477,36830,582698,24.11.2014,0,6.30,037,011
6478,30213,567205,9.10.2014,1,37.00,063,008
6479,36607,586358,26.11.2014,1,26.00,107,064
6480,39320,510009,28.11.2014,1,23.00,107,031
6481,30485,588369,10.10.2014,1,20.00,063,042
6482,32816,589508,29.10.2014,1,10.00,063,042
6483,36756,582708,20.11.2014,0,6.30,063,011
6484,33025,567221,28.10.2014,1,37.00,107,008
6485,34001,586373,6.11.2014,1,26.00,063,011
6486,39321,510019,28.11.2014,1,23.00,107,031
6487,32059,588375,21.10.2014,1,20.00,063,042
6488,34156,589516,8.11.2014,1,10.00,063,042
6489,37430,582721,28.11.2014,0,6.30,037,011
6490,31288,567224,20.10.2014,1,37.00,063,072
6491,33839,586389,4.11.2014,1,26.00,107,011
6492,37774,510022,2.12.2014,1,23.00,063,009
6493,32053,588391,21.10.2014,1,20.00,063,042
6494,33088,589532,30.10.2014,1,10.00,063,042
6495,40492,583214,19.12.2014,0,6.30,037,011
6496,39171,567296,15.12.2014,0,37.00,037,008
6497,34000,586390,6.11.2014,1,26.00,063,011
6498,33245,510035,29.10.2014,1,23.00,108,031
6499,31484,588428,17.10.2014,1,20.00,063,042
6500,33089,589539,3.11.2014,1,10.00,063,042
6501,40200,583222,16.12.2014,0,6.30,037,011
6502,32789,567313,29.10.2014,1,37.00,063,008
6503,37896,586401,3.12.2014,1,26.00,063,064
6504,654,510044,14.1.2015,0,23.00,037,009
6505,717,588694,5.1.2015,1,20.00,063,042
6506,34809,589546,14.11.2014,0,10.00,014,042
6507,31610,583297,10.10.2014,0,6.30,037,064
6508,726,567356,5.1.2015,1,37.00,063,064
6509,38085,586418,6.12.2014,1,26.00,107,064
6510,37431,510051,2.12.2014,1,23.00,107,021
6511,167,588720,7.1.2015,0,20.00,037,042
6512,32541,589553,27.10.2014,1,10.00,063,042
6513,32600,583823,20.10.2014,0,6.30,037,064
6514,463,567358,6.1.2015,1,37.00,063,076
6515,34423,586429,10.11.2014,1,26.00,063,011
6516,929,510052,15.1.2015,0,23.00,037,009
6517,1076,588774,6.1.2015,1,20.00,063,042
6518,34879,589573,12.11.2014,1,10.00,063,042
